PrimateLabs.Geekbench.6,https://www.primatelabs.com/assets/img/icons/rosedale/rosedale-icon.png
BelledonneCommunications.Linphone,https://play-lh.googleusercontent.com/ugOoXPn9nK7yXKv96b2iAqIlJ0IupVmzr2_KG6CMRM_M_5FfalKa_7NG7Qit4Mkg7RDN=w480-h960
9WZDNCRFJ3TJ,https://pngimg.com/uploads/netflix/netflix_PNG10.png
9WZDNCRFHVJL,https://www.drware.com/wp-content/uploads/2020/10/OneNote.png
Posit.RStudio,https://educe-ubc.github.io/images/rstudio_logo.png
9NCBCSZSJRSB,https://technical.ly/wp-content/uploads/2022/05/spotify-200x200.png
VSDC.Editor,https://www.videosoftdev.com/images/video_editor/box.png
Wargaming.GameCenter,https://www.cs7clan.com/images/games/Wargaming-Logo.png
ElectronicArts.EADesktop,https://pics.computerbase.de/1/0/0/7/7/1-f560fd440fcd87d3/logo-192.aa784013.png
Logitech.OptionsPlus,https://pics.computerbase.de/1/0/3/6/4/1-c3cfe04c270629b6/logo-192.0d071975.png
OpenVPNTechnologies.OpenVPNConnect,https://ipafile.com/wp-content/uploads/2020/10/OpenVPN-Connect-ipa-apps-free-download-150x150.png
Google.Chrome,https://www.google.com/chrome/static/images/chrome-logo-m100.svg
Foxit.FoxitReader,https://www.extraprog.com/wp-content/uploads/2019/04/1200x630bb.png
Intel.IntelDriverAndSupportAssistant,https://pics.computerbase.de/7/8/3/3/4/logo-192.b04e4110.png
Python.Python.3.11,https://brandslogos.com/wp-content/uploads/images/large/python-logo-vector.svg
Microsoft.Office,https://brandlogos.net/wp-content/uploads/2022/10/microsoft_365-logo_brandlogos.net_j9l2g.png
Microsoft.AppInstaller,https://upload.wikimedia.org/wikipedia/commons/f/f5/App_Installer_icon.svg
Microsoft.VCLibs.Desktop.14,https://upload.wikimedia.org/wikipedia/commons/2/2c/Visual_Studio_Icon_2022.svg
Microsoft.DevHome,https://static.wikia.nocookie.net/logopedia/images/6/6d/Dev_Home_2023_%28Preview%29.png/revision/latest?cb=20230528231909
Microsoft.WindowsTerminal,https://kkawazoe.github.io/images/logo/windows_terminal_logo.png
Microsoft.PowerBI,https://1000logos.net/wp-content/uploads/2022/08/Microsoft-Power-BI-Logo-768x432.png
Microsoft.DotNet.DesktopRuntime.7,https://www.softportal.com/scr/47429/icons/microsoft_net_72.png
Fortinet.FortiClientVPN,https://play-lh.googleusercontent.com/MDDH7WLlwds0bkr-fLZKQ751gWGxbpuAtJGk5TRLFkHYr2rWM_hKHWHPhzVfgQ35YlhM=w480-h960
ParadoxInteractive.ParadoxLauncher,https://steamuserimages-a.akamaihd.net/ugc/772864662275229672/0CD28CBB1CAE6C57D7A1098FA44974177A6BD09B/?imw=128&imh=128&ima=fit&impolicy=Letterbox&imcolor=%23000000&letterbox=true
XPDCFJDKLZJLP8,https://upload.wikimedia.org/wikipedia/commons/2/2c/Visual_Studio_Icon_2022.svg
Microsoft.DotNet.Runtime.3_1,https://www.softportal.com/scr/47429/icons/microsoft_net_72.png
